match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_week,team,opponent,team_score,opponent_score,venue,match_summary,team_match_summary,match_time,goals_scored,goals_conceded,shots_attempted,shots_conceded,binned_xg_for,binned_xg_against,binned_final_third_passes_for,binned_final_third_passes_against,binned_box_passes_for,binned_box_passes_against,binned_final_third_carries_for,binned_final_third_carries_against,binned_box_carries_for,binned_box_carries_against,rolling_xg_for,rolling_xg_against,rolling_final_third_passes_for,rolling_final_third_passes_against,rolling_box_passes_for,rolling_box_passes_against,rolling_final_third_carries_for,rolling_final_third_carries_against,rolling_box_carries_for,rolling_box_carries_against,goal_scored_next_10,goal_conceded_next_10,big_chance_for_next_10,big_chance_against_next_10
3754058,2016-01-02,16:00:00.000,England - Premier League,2015/2016,Leicester City,AFC Bournemouth,0,0,20,Leicester City,AFC Bournemouth,0,0,Home,"Vs AFC Bournemouth (H, 02/01/2016 - 2015/2016)","Leicester City Vs AFC Bournemouth (H, 02/01/2016 - 2015/2016)",95.78,[],[],"[{'timeValue': 9.34, 'shot_statsbomb_xg': 0.035480928}, {'timeValue': 25.78, 'shot_statsbomb_xg': 0.036740057}, {'timeValue': 25.82, 'shot_statsbomb_xg': 0.5754278}, {'timeValue': 33.87, 'shot_statsbomb_xg': 0.04725947}, {'timeValue': 37.72, 'shot_statsbomb_xg': 0.1119732}, {'timeValue': 51.32, 'shot_statsbomb_xg': 0.094897345}, {'timeValue': 52.06, 'shot_statsbomb_xg': 0.64057934}, {'timeValue': 59.33, 'shot_statsbomb_xg': 0.7835}, {'timeValue': 66.85, 'shot_statsbomb_xg': 0.0250954}, {'timeValue': 70.3, 'shot_statsbomb_xg': 0.05736443}, {'timeValue': 74.85, 'shot_statsbomb_xg': 0.039429333}, {'timeValue': 76.74, 'shot_statsbomb_xg': 0.24525318}, {'timeValue': 84.12, 'shot_statsbomb_xg': 0.012095166}, {'timeValue': 86.14, 'shot_statsbomb_xg': 0.023959583}, {'timeValue': 86.29, 'shot_statsbomb_xg': 0.044721026}, {'timeValue': 89.44, 'shot_statsbomb_xg': 0.028252145}, {'timeValue': 89.87, 'shot_statsbomb_xg': 0.020842131}]","[{'timeValue': 1.55, 'shot_statsbomb_xg': 0.02083787}, {'timeValue': 4.39, 'shot_statsbomb_xg': 0.034461774}, {'timeValue': 13.19, 'shot_statsbomb_xg': 0.38371146}, {'timeValue': 32.25, 'shot_statsbomb_xg': 0.095997825}, {'timeValue': 36.96, 'shot_statsbomb_xg': 0.25644818}, {'timeValue': 64.21, 'shot_statsbomb_xg': 0.022849003}, {'timeValue': 64.28, 'shot_statsbomb_xg': 0.054560155}, {'timeValue': 64.93, 'shot_statsbomb_xg': 0.01612113}, {'timeValue': 70.83, 'shot_statsbomb_xg': 0.008613406}, {'timeValue': 81.01, 'shot_statsbomb_xg': 0.042901754}]","[0.035480928, 0.0, 0.6121678570000001, 0.15923267, 0.0, 1.5189766850000002, 0.0250954, 0.342046943, 0.129870051, 0.0]","[0.055299644, 0.38371146, 0.0, 0.352446005, 0.0, 0.0, 0.093530288, 0.008613406, 0.042901754, 0.0]","[4, 9, 9, 14, 9, 19, 11, 32, 23, 10]","[14, 12, 8, 4, 4, 2, 5, 3, 1, 0]","[1, 1, 0, 3, 0, 1, 1, 3, 2, 2]","[1, 2, 0, 1, 0, 1, 0, 0, 0, 0]","[2, 10, 13, 16, 9, 17, 13, 34, 24, 10]","[15, 15, 7, 6, 7, 3, 7, 4, 3, 0]","[0, 2, 3, 2, 0, 1, 3, 1, 5, 3]","[2, 1, 2, 3, 0, 1, 0, 0, 1, 0]","[0.035480928, 0.017740464, 0.21588292833333336, 0.20172036375000002, 0.161376291, 0.3876430233333334, 0.33585050571428576, 0.336625060375, 0.3136522815555556, 0.28228705340000004]","[0.055299644, 0.219505552, 0.14633703466666667, 0.19786427725, 0.1582914218, 0.13190951816666666, 0.126426771, 0.111700100375, 0.10405583966666666, 0.09365025569999999]","[4.0, 6.5, 7.333333333333333, 9.0, 9.0, 10.666666666666666, 10.714285714285714, 13.375, 14.444444444444445, 14.0]","[14.0, 13.0, 11.333333333333334, 9.5, 8.4, 7.333333333333333, 7.0, 6.5, 5.888888888888889, 5.3]","[1.0, 1.0, 0.6666666666666666, 1.25, 1.0, 1.0, 1.0, 1.25, 1.3333333333333333, 1.4]","[1.0, 1.5, 1.0, 1.0, 0.8, 0.8333333333333334, 0.7142857142857143, 0.625, 0.5555555555555556, 0.5]","[2.0, 6.0, 8.333333333333334, 10.25, 10.0, 11.166666666666666, 11.428571428571429, 14.25, 15.333333333333334, 14.8]","[15.0, 15.0, 12.333333333333334, 10.75, 10.0, 8.833333333333334, 8.571428571428571, 8.0, 7.444444444444445, 6.7]","[0.0, 1.0, 1.6666666666666667, 1.75, 1.4, 1.3333333333333333, 1.5714285714285714, 1.5, 1.8888888888888888, 2.0]","[2.0, 1.5, 1.6666666666666667, 2.0, 1.6, 1.5, 1.2857142857142858, 1.125, 1.1111111111111112, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, nan]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]"
3754045,2015-12-29,20:45:00.000,England - Premier League,2015/2016,Leicester City,Manchester City,0,0,19,Leicester City,Manchester City,0,0,Home,"Vs Manchester City (H, 29/12/2015 - 2015/2016)","Leicester City Vs Manchester City (H, 29/12/2015 - 2015/2016)",94.86,[],[],"[{'timeValue': 15.0, 'shot_statsbomb_xg': 0.06140117}, {'timeValue': 20.16, 'shot_statsbomb_xg': 0.06452818}, {'timeValue': 24.3, 'shot_statsbomb_xg': 0.022662567}, {'timeValue': 39.1, 'shot_statsbomb_xg': 0.17227724}, {'timeValue': 39.53, 'shot_statsbomb_xg': 0.24370956}, {'timeValue': 43.33, 'shot_statsbomb_xg': 0.021173598}, {'timeValue': 53.75, 'shot_statsbomb_xg': 0.022790069}, {'timeValue': 53.91, 'shot_statsbomb_xg': 0.05844971}, {'timeValue': 54.9, 'shot_statsbomb_xg': 0.02481615}, {'timeValue': 61.34, 'shot_statsbomb_xg': 0.106408924}, {'timeValue': 71.56, 'shot_statsbomb_xg': 0.07055547}, {'timeValue': 77.73, 'shot_statsbomb_xg': 0.019391732}]","[{'timeValue': 11.7, 'shot_statsbomb_xg': 0.0150473565}, {'timeValue': 17.49, 'shot_statsbomb_xg': 0.12844042}, {'timeValue': 18.41, 'shot_statsbomb_xg': 0.036192924}, {'timeValue': 26.43, 'shot_statsbomb_xg': 0.214885}, {'timeValue': 27.02, 'shot_statsbomb_xg': 0.021610575}, {'timeValue': 28.97, 'shot_statsbomb_xg': 0.023639983}, {'timeValue': 31.34, 'shot_statsbomb_xg': 0.04747484}, {'timeValue': 31.84, 'shot_statsbomb_xg': 0.03055557}, {'timeValue': 36.7, 'shot_statsbomb_xg': 0.06890606}, {'timeValue': 46.31, 'shot_statsbomb_xg': 0.044862214}, {'timeValue': 47.25, 'shot_statsbomb_xg': 0.51790327}, {'timeValue': 51.37, 'shot_statsbomb_xg': 0.08044887}, {'timeValue': 51.4, 'shot_statsbomb_xg': 0.057402436}, {'timeValue': 63.09, 'shot_statsbomb_xg': 0.029653778}, {'timeValue': 64.79, 'shot_statsbomb_xg': 0.07096631}, {'timeValue': 65.27, 'shot_statsbomb_xg': 0.06411199}, {'timeValue': 66.47, 'shot_statsbomb_xg': 0.007896929}, {'timeValue': 66.9, 'shot_statsbomb_xg': 0.028179796}, {'timeValue': 70.27, 'shot_statsbomb_xg': 0.07184921}, {'timeValue': 79.32, 'shot_statsbomb_xg': 0.13556847}]","[0.0, 0.06140117, 0.08719074700000001, 0.4159868, 0.021173598, 0.106055929, 0.106408924, 0.08994720199999999, 0.0, 0.0]","[0.0, 0.1796807005, 0.260135558, 0.14693646999999999, 0.562765484, 0.137851306, 0.20080880299999998, 0.20741768, 0.0, 0.0]","[8, 4, 3, 4, 11, 18, 9, 11, 2, 3]","[16, 16, 26, 14, 9, 13, 15, 9, 16, 0]","[0, 1, 1, 1, 0, 2, 2, 1, 0, 0]","[2, 4, 4, 1, 2, 2, 1, 3, 1, 0]","[6, 4, 4, 4, 11, 18, 9, 15, 2, 6]","[12, 18, 30, 14, 6, 14, 18, 9, 15, 0]","[0, 0, 0, 0, 1, 1, 2, 1, 0, 0]","[1, 4, 8, 1, 0, 3, 5, 0, 1, 0]","[0.0, 0.030700585, 0.04953063900000001, 0.14114467925000002, 0.11715046300000001, 0.115301374, 0.114031024, 0.11102054625, 0.09868493, 0.088816437]","[0.0, 0.08984035025, 0.1466054195, 0.146688182125, 0.2299036425, 0.21456158641666667, 0.21259690307142856, 0.2119495001875, 0.18839955572222222, 0.16955960015]","[8.0, 6.0, 5.0, 4.75, 6.0, 8.0, 8.142857142857142, 8.5, 7.777777777777778, 7.3]","[16.0, 16.0, 19.333333333333332, 18.0, 16.2, 15.666666666666666, 15.571428571428571, 14.75, 14.88888888888889, 13.4]","[0.0, 0.5, 0.6666666666666666, 0.75, 0.6, 0.8333333333333334, 1.0, 1.0, 0.8888888888888888, 0.8]","[2.0, 3.0, 3.3333333333333335, 2.75, 2.6, 2.5, 2.2857142857142856, 2.375, 2.2222222222222223, 2.0]","[6.0, 5.0, 4.666666666666667, 4.5, 5.8, 7.833333333333333, 8.0, 8.875, 8.11111111111111, 7.9]","[12.0, 15.0, 20.0, 18.5, 16.0, 15.666666666666666, 16.0, 15.125, 15.11111111111111, 13.6]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.3333333333333333, 0.5714285714285714, 0.625, 0.5555555555555556, 0.5]","[1.0, 2.5, 4.333333333333333, 3.5, 2.8, 2.8333333333333335, 3.142857142857143, 2.75, 2.5555555555555554, 2.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, nan]"
3754049,2016-02-27,16:00:00.000,England - Premier League,2015/2016,Leicester City,Norwich City,1,0,27,Leicester City,Norwich City,1,0,Home,"Vs Norwich City (H, 27/02/2016 - 2015/2016)","Leicester City Vs Norwich City (H, 27/02/2016 - 2015/2016)",96.91,"[{'timeValue': 90.36, 'period': 2}]",[],"[{'timeValue': 11.98, 'shot_statsbomb_xg': 0.030650567}, {'timeValue': 12.66, 'shot_statsbomb_xg': 0.19259411}, {'timeValue': 21.28, 'shot_statsbomb_xg': 0.04421121}, {'timeValue': 26.17, 'shot_statsbomb_xg': 0.068024226}, {'timeValue': 26.25, 'shot_statsbomb_xg': 0.045924082}, {'timeValue': 26.73, 'shot_statsbomb_xg': 0.013744136}, {'timeValue': 34.88, 'shot_statsbomb_xg': 0.031556964}, {'timeValue': 46.37, 'shot_statsbomb_xg': 0.018802254}, {'timeValue': 59.19, 'shot_statsbomb_xg': 0.027553573}, {'timeValue': 68.42, 'shot_statsbomb_xg': 0.07102514}, {'timeValue': 75.12, 'shot_statsbomb_xg': 0.049608648}, {'timeValue': 78.08, 'shot_statsbomb_xg': 0.103965074}, {'timeValue': 90.35, 'shot_statsbomb_xg': 0.46081012}, {'timeValue': 90.36, 'shot_statsbomb_xg': 0.8401158}]","[{'timeValue': 16.26, 'shot_statsbomb_xg': 0.115912385}, {'timeValue': 22.17, 'shot_statsbomb_xg': 0.0074018682}, {'timeValue': 37.83, 'shot_statsbomb_xg': 0.23813231}, {'timeValue': 42.33, 'shot_statsbomb_xg': 0.012792621}, {'timeValue': 44.67, 'shot_statsbomb_xg': 0.11538963}, {'timeValue': 51.51, 'shot_statsbomb_xg': 0.038918957}, {'timeValue': 68.82, 'shot_statsbomb_xg': 0.029767418}, {'timeValue': 84.7, 'shot_statsbomb_xg': 0.02110057}, {'timeValue': 94.53, 'shot_statsbomb_xg': 0.058616545}]","[0.0, 0.223244677, 0.171903654, 0.031556964, 0.018802254, 0.027553573, 0.07102514, 0.153573722, 0.0, 1.30092592]","[0.0, 0.115912385, 0.0074018682, 0.23813231, 0.128182251, 0.038918957, 0.029767418, 0.0, 0.02110057, 0.058616545]","[11, 16, 7, 25, 5, 7, 19, 12, 11, 9]","[6, 6, 16, 12, 14, 12, 12, 11, 11, 3]","[1, 4, 0, 0, 0, 0, 1, 3, 0, 1]","[0, 1, 1, 2, 0, 1, 2, 0, 0, 1]","[9, 14, 6, 19, 5, 9, 14, 10, 13, 5]","[5, 7, 15, 13, 13, 12, 15, 12, 12, 2]","[1, 2, 3, 0, 0, 0, 3, 0, 1, 0]","[0, 0, 2, 0, 1, 0, 1, 0, 2, 0]","[0.0, 0.1116223385, 0.13171611033333333, 0.10667632375, 0.0891015098, 0.07884352033333333, 0.07772660885714286, 0.087207498, 0.077517776, 0.1998585904]","[0.0, 0.0579561925, 0.04110475106666667, 0.0903616408, 0.09792576284000001, 0.08809129519999999, 0.07975931274285715, 0.06978939865, 0.0643795288, 0.06380323042]","[11.0, 13.5, 11.333333333333334, 14.75, 12.8, 11.833333333333334, 12.857142857142858, 12.75, 12.555555555555555, 12.2]","[6.0, 6.0, 9.333333333333334, 10.0, 10.8, 11.0, 11.142857142857142, 11.125, 11.11111111111111, 10.3]","[1.0, 2.5, 1.6666666666666667, 1.25, 1.0, 0.8333333333333334, 0.8571428571428571, 1.125, 1.0, 1.0]","[0.0, 0.5, 0.6666666666666666, 1.0, 0.8, 0.8333333333333334, 1.0, 0.875, 0.7777777777777778, 0.8]","[9.0, 11.5, 9.666666666666666, 12.0, 10.6, 10.333333333333334, 10.857142857142858, 10.75, 11.0, 10.4]","[5.0, 6.0, 9.0, 10.0, 10.6, 10.833333333333334, 11.428571428571429, 11.5, 11.555555555555555, 10.6]","[1.0, 1.5, 2.0, 1.5, 1.2, 1.0, 1.2857142857142858, 1.125, 1.1111111111111112, 1.0]","[0.0, 0.0, 0.6666666666666666, 0.5, 0.6, 0.5, 0.5714285714285714, 0.5, 0.6666666666666666, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, nan]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]"
3754146,2015-09-19,16:00:00.000,England - Premier League,2015/2016,Stoke City,Leicester City,2,2,6,Leicester City,Stoke City,2,2,Away,"Vs Stoke City (A, 19/09/2015 - 2015/2016)","Leicester City Vs Stoke City (A, 19/09/2015 - 2015/2016)",96.32,"[{'timeValue': 51.99, 'period': 2}, {'timeValue': 69.65, 'period': 2}]","[{'timeValue': 12.17, 'period': 1}, {'timeValue': 19.57, 'period': 1}]","[{'timeValue': 9.45, 'shot_statsbomb_xg': 0.04745698}, {'timeValue': 30.05, 'shot_statsbomb_xg': 0.027662946}, {'timeValue': 30.76, 'shot_statsbomb_xg': 0.10717328}, {'timeValue': 31.15, 'shot_statsbomb_xg': 0.030401932}, {'timeValue': 35.58, 'shot_statsbomb_xg': 0.05761352}, {'timeValue': 41.39, 'shot_statsbomb_xg': 0.12729436}, {'timeValue': 51.99, 'shot_statsbomb_xg': 0.7835}, {'timeValue': 54.07, 'shot_statsbomb_xg': 0.08461936}, {'timeValue': 62.72, 'shot_statsbomb_xg': 0.058196716}, {'timeValue': 62.8, 'shot_statsbomb_xg': 0.026869835}, {'timeValue': 69.65, 'shot_statsbomb_xg': 0.21847719}, {'timeValue': 94.73, 'shot_statsbomb_xg': 0.041740328}]","[{'timeValue': 10.07, 'shot_statsbomb_xg': 0.05949273}, {'timeValue': 12.17, 'shot_statsbomb_xg': 0.46686688}, {'timeValue': 17.84, 'shot_statsbomb_xg': 0.018788112}, {'timeValue': 19.57, 'shot_statsbomb_xg': 0.5534934}, {'timeValue': 40.23, 'shot_statsbomb_xg': 0.0038485425}, {'timeValue': 55.57, 'shot_statsbomb_xg': 0.06987125}, {'timeValue': 62.34, 'shot_statsbomb_xg': 0.04161026}, {'timeValue': 64.27, 'shot_statsbomb_xg': 0.022614382}, {'timeValue': 78.95, 'shot_statsbomb_xg': 0.032021537}, {'timeValue': 82.13, 'shot_statsbomb_xg': 0.05545167}]","[0.04745698, 0.0, 0.0, 0.222851678, 0.12729436, 0.86811936, 0.303543741, 0.0, 0.0, 0.041740328]","[0.0, 1.098641122, 0.0, 0.0, 0.0038485425, 0.06987125, 0.064224642, 0.032021537, 0.05545167, 0.0]","[13, 3, 9, 10, 5, 10, 9, 4, 17, 9]","[12, 12, 24, 4, 8, 5, 14, 2, 10, 4]","[0, 0, 0, 2, 1, 0, 1, 1, 0, 1]","[1, 1, 2, 0, 0, 1, 0, 1, 0, 2]","[20, 8, 8, 9, 6, 17, 7, 2, 18, 10]","[13, 12, 27, 7, 7, 3, 20, 3, 15, 5]","[1, 1, 0, 1, 0, 1, 4, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 2, 0, 0, 1]","[0.04745698, 0.02372849, 0.015818993333333333, 0.0675771645, 0.07952060359999999, 0.21095372966666667, 0.22418087414285712, 0.196158264875, 0.1743629021111111, 0.16110064470000002]","[0.0, 0.549320561, 0.36621370733333336, 0.2746602805, 0.22049793290000003, 0.19539348575, 0.1766550795, 0.1585758866875, 0.1471176403888889, 0.13240587635]","[13.0, 8.0, 8.333333333333334, 8.75, 8.0, 8.333333333333334, 8.428571428571429, 7.875, 8.88888888888889, 8.9]","[12.0, 12.0, 16.0, 13.0, 12.0, 10.833333333333334, 11.285714285714286, 10.125, 10.11111111111111, 9.5]","[0.0, 0.0, 0.0, 0.5, 0.6, 0.5, 0.5714285714285714, 0.625, 0.5555555555555556, 0.6]","[1.0, 1.0, 1.3333333333333333, 1.0, 0.8, 0.8333333333333334, 0.7142857142857143, 0.75, 0.6666666666666666, 0.8]","[20.0, 14.0, 12.0, 11.25, 10.2, 11.333333333333334, 10.714285714285714, 9.625, 10.555555555555555, 10.5]","[13.0, 12.5, 17.333333333333332, 14.75, 13.2, 11.5, 12.714285714285714, 11.5, 11.88888888888889, 11.2]","[1.0, 1.0, 0.6666666666666666, 0.75, 0.6, 0.6666666666666666, 1.1428571428571428, 1.125, 1.0, 0.9]","[1.0, 1.0, 1.0, 0.75, 0.6, 0.5, 0.7142857142857143, 0.625, 0.5555555555555556, 0.6]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, nan]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, nan]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]"
3754006,2015-10-31,16:00:00.000,England - Premier League,2015/2016,West Bromwich Albion,Leicester City,2,3,11,Leicester City,West Bromwich Albion,3,2,Away,"Vs West Bromwich Albion (A, 31/10/2015 - 2015/2016)","Leicester City Vs West Bromwich Albion (A, 31/10/2015 - 2015/2016)",96.62,"[{'timeValue': 57.55, 'period': 2}, {'timeValue': 64.86, 'period': 2}, {'timeValue': 77.41, 'period': 2}]","[{'timeValue': 29.19, 'period': 1}, {'timeValue': 84.62, 'period': 2}]","[{'timeValue': 6.24, 'shot_statsbomb_xg': 0.052729703}, {'timeValue': 7.29, 'shot_statsbomb_xg': 0.17049254}, {'timeValue': 19.29, 'shot_statsbomb_xg': 0.049931314}, {'timeValue': 20.13, 'shot_statsbomb_xg': 0.026951216}, {'timeValue': 22.17, 'shot_statsbomb_xg': 0.013092374}, {'timeValue': 33.76, 'shot_statsbomb_xg': 0.027368268}, {'timeValue': 34.0, 'shot_statsbomb_xg': 0.045212958}, {'timeValue': 39.41, 'shot_statsbomb_xg': 0.11384589}, {'timeValue': 57.55, 'shot_statsbomb_xg': 0.22865681}, {'timeValue': 63.83, 'shot_statsbomb_xg': 0.1932303}, {'timeValue': 64.86, 'shot_statsbomb_xg': 0.39787433}, {'timeValue': 77.41, 'shot_statsbomb_xg': 0.30264518}, {'timeValue': 95.05, 'shot_statsbomb_xg': 0.05703448}]","[{'timeValue': 25.39, 'shot_statsbomb_xg': 0.03770092}, {'timeValue': 29.19, 'shot_statsbomb_xg': 0.102208376}, {'timeValue': 45.01, 'shot_statsbomb_xg': 0.0083462065}, {'timeValue': 47.96, 'shot_statsbomb_xg': 0.23211956}, {'timeValue': 72.74, 'shot_statsbomb_xg': 0.23791984}, {'timeValue': 78.77, 'shot_statsbomb_xg': 0.007516928}, {'timeValue': 79.93, 'shot_statsbomb_xg': 0.0783906}, {'timeValue': 84.62, 'shot_statsbomb_xg': 0.7835}, {'timeValue': 85.32, 'shot_statsbomb_xg': 0.11884905}, {'timeValue': 87.35, 'shot_statsbomb_xg': 0.083356574}, {'timeValue': 93.04, 'shot_statsbomb_xg': 0.053422675}, {'timeValue': 96.14, 'shot_statsbomb_xg': 0.24373217}]","[0.223222243, 0.049931314, 0.040043590000000004, 0.186427116, 0.0, 0.22865681, 0.59110463, 0.30264518, 0.0, 0.05703448]","[0.0, 0.0, 0.13990929600000002, 0.0, 0.2404657665, 0.0, 0.0, 0.323827368, 0.985705624, 0.297154845]","[10, 5, 9, 18, 15, 4, 8, 3, 5, 7]","[4, 6, 9, 3, 9, 9, 7, 13, 6, 11]","[1, 0, 2, 3, 2, 1, 3, 0, 0, 1]","[0, 0, 2, 0, 2, 0, 4, 2, 2, 4]","[13, 7, 7, 18, 19, 3, 8, 3, 5, 9]","[5, 3, 7, 4, 9, 11, 8, 7, 7, 9]","[3, 1, 1, 3, 0, 0, 1, 1, 1, 2]","[0, 0, 1, 0, 1, 1, 2, 0, 3, 1]","[0.223222243, 0.1365767785, 0.10439904900000001, 0.12490606574999999, 0.09992485259999999, 0.12138017883333334, 0.18848367185714285, 0.202753860375, 0.18022565366666668, 0.16790653630000002]","[0.0, 0.0, 0.046636432000000005, 0.034977324000000004, 0.07607501250000001, 0.06339584375, 0.054339294642857146, 0.08802530381250001, 0.1877675616111111, 0.19870628995]","[10.0, 7.5, 8.0, 10.5, 11.4, 10.166666666666666, 9.857142857142858, 9.0, 8.555555555555555, 8.4]","[4.0, 5.0, 6.333333333333333, 5.5, 6.2, 6.666666666666667, 6.714285714285714, 7.5, 7.333333333333333, 7.7]","[1.0, 0.5, 1.0, 1.5, 1.6, 1.5, 1.7142857142857142, 1.5, 1.3333333333333333, 1.3]","[0.0, 0.0, 0.6666666666666666, 0.5, 0.8, 0.6666666666666666, 1.1428571428571428, 1.25, 1.3333333333333333, 1.6]","[13.0, 10.0, 9.0, 11.25, 12.8, 11.166666666666666, 10.714285714285714, 9.75, 9.222222222222221, 9.2]","[5.0, 4.0, 5.0, 4.75, 5.6, 6.5, 6.714285714285714, 6.75, 6.777777777777778, 7.0]","[3.0, 2.0, 1.6666666666666667, 2.0, 1.6, 1.3333333333333333, 1.2857142857142858, 1.25, 1.2222222222222223, 1.3]","[0.0, 0.0, 0.3333333333333333, 0.25, 0.4, 0.5, 0.7142857142857143, 0.625, 0.8888888888888888, 0.9]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, nan]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, nan]"
3754023,2015-08-29,16:00:00.000,England - Premier League,2015/2016,AFC Bournemouth,Leicester City,1,1,4,Leicester City,AFC Bournemouth,1,1,Away,"Vs AFC Bournemouth (A, 29/08/2015 - 2015/2016)","Leicester City Vs AFC Bournemouth (A, 29/08/2015 - 2015/2016)",100.9,"[{'timeValue': 88.14, 'period': 2}]","[{'timeValue': 23.48, 'period': 1}]","[{'timeValue': 15.85, 'shot_statsbomb_xg': 0.034317747}, {'timeValue': 85.34, 'shot_statsbomb_xg': 0.010910316}, {'timeValue': 88.14, 'shot_statsbomb_xg': 0.7835}]","[{'timeValue': 20.52, 'shot_statsbomb_xg': 0.014490744}, {'timeValue': 23.48, 'shot_statsbomb_xg': 0.2088226}, {'timeValue': 33.96, 'shot_statsbomb_xg': 0.058417544}, {'timeValue': 97.69, 'shot_statsbomb_xg': 0.018714897}]","[0.0, 0.034317747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.794410316, 0.0]","[0.0, 0.0, 0.223313344, 0.058417544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018714897]","[10, 8, 3, 3, 7, 12, 2, 5, 20, 11]","[2, 16, 19, 22, 5, 7, 17, 4, 3, 8]","[0, 2, 0, 0, 0, 0, 0, 1, 4, 0]","[0, 3, 3, 4, 0, 0, 0, 0, 0, 1]","[12, 9, 2, 0, 6, 12, 1, 8, 23, 11]","[6, 18, 20, 28, 6, 9, 19, 3, 3, 4]","[0, 2, 0, 0, 0, 0, 0, 1, 5, 3]","[0, 5, 6, 4, 0, 0, 0, 0, 1, 0]","[0.0, 0.0171588735, 0.011439249, 0.00857943675, 0.0068635494, 0.0057196245, 0.004902535285714286, 0.004289718375, 0.09208089588888889, 0.0828728063]","[0.0, 0.0, 0.07443778133333333, 0.070432722, 0.056346177600000005, 0.046955148, 0.040247269714285716, 0.035216361, 0.031303432, 0.030044578500000002]","[10.0, 9.0, 7.0, 6.0, 6.2, 7.166666666666667, 6.428571428571429, 6.25, 7.777777777777778, 8.1]","[2.0, 9.0, 12.333333333333334, 14.75, 12.8, 11.833333333333334, 12.571428571428571, 11.5, 10.555555555555555, 10.3]","[0.0, 1.0, 0.6666666666666666, 0.5, 0.4, 0.3333333333333333, 0.2857142857142857, 0.375, 0.7777777777777778, 0.7]","[0.0, 1.5, 2.0, 2.5, 2.0, 1.6666666666666667, 1.4285714285714286, 1.25, 1.1111111111111112, 1.1]","[12.0, 10.5, 7.666666666666667, 5.75, 5.8, 6.833333333333333, 6.0, 6.25, 8.11111111111111, 8.4]","[6.0, 12.0, 14.666666666666666, 18.0, 15.6, 14.5, 15.142857142857142, 13.625, 12.444444444444445, 11.6]","[0.0, 1.0, 0.6666666666666666, 0.5, 0.4, 0.3333333333333333, 0.2857142857142857, 0.375, 0.8888888888888888, 1.1]","[0.0, 2.5, 3.6666666666666665, 3.75, 3.0, 2.5, 2.142857142857143, 1.875, 1.7777777777777777, 1.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, nan]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, nan]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]"
